ID,VIA,CONC,PORT,TMDA,AMP,MAX
A22_09,A22,Algarve,Via com portagem,-0.317170797,2.451230514,0.752097224
A22_10,A22,Algarve,Via com portagem,-0.203094532,2.359597012,0.735715308
A22_11,A22,Algarve,Via com portagem,-0.18624492,1.96323763,0.636236275
A22_12,A22,Algarve,Via com portagem,-0.076689669,1.534448102,0.463332794
A22_13,A22,Algarve,Via com portagem,-0.145610016,1.650175143,0.451556136
A22_14,A22,Algarve,Via com portagem,-0.525153953,2.409059083,1.049035503
A22_15,A22,Algarve,Via com portagem,-0.562780282,2.597057088,0.950511059
A22_16,A22,Algarve,Via com portagem,-0.582628586,2.635310915,0.94978464
A22_17,A22,Algarve,Via com portagem,-0.713166661,3.132818313,1.064007422
A22_18,A22,Algarve,Via com portagem,-0.67874471,2.458028979,0.939720466
A22_19,A22,IP,Via gratuita,-0.628050248,2.624290368,0.784086171
A23_01,A23,IP,Via com portagem,-0.467821737,-0.023718705,0.412373392
A23_02,A23,IP,Via com portagem,-0.429641791,0.127394149,0.295851658
A23_03,A23,IP,Via com portagem,-0.441256868,-0.086233016,0.50007706
A23_04,A23,IP,Via com portagem,-0.458897121,-0.143133849,0.615779728
A23_05,A23,IP,Via com portagem,-0.498326129,-0.137377082,0.706635483
A23_06,A23,IP,Via com portagem,-0.506689187,-0.163107658,0.673673008
A23_07,A23,IP,Via com portagem,-0.544528296,-0.149446429,0.644367473
A23_08,A23,IP,Via com portagem,-0.592100231,0.218952422,0.648645451
A23_09,A23,IP,Via com portagem,-0.652645948,0.217621378,0.65002468
A23_10,A23,Beira Interior,Via com portagem,-0.688514282,0.635430146,0.82228494
A23_11,A23,Beira Interior,Via com portagem,-0.639005866,0.198943156,0.772238224
A23_12,A23,Beira Interior,Via com portagem,-0.74368254,0.771448283,0.893300514
A23_13,A23,Beira Interior,Via com portagem,-0.763928361,0.958899965,1.138254313
A23_14,A23,Beira Interior,Via com portagem,-0.769894324,0.935117183,0.998654053
A23_15,A23,Beira Interior,Via com portagem,-0.768537394,0.908729667,1.017990148
A23_16,A23,Beira Interior,Via com portagem,-0.715887109,0.799085731,0.973455978
A23_17,A23,Beira Interior,Via com portagem,-0.718235043,0.746272249,0.942419616
A23_18,A23,Beira Interior,Via com portagem,-0.757820489,1.160823076,1.055851681
A23_19,A23,Beira Interior,Via com portagem,-0.711446594,0.522309037,0.916417308
A23_20,A23,Beira Interior,Via com portagem,-0.730900169,0.657273874,0.868028324
A23_21,A23,Beira Interior,Via com portagem,-0.750379846,0.821202724,0.875560976
A23_22,A23,Beira Interior,Via com portagem,-0.77200194,0.847081704,1.167280336
A23_23,A23,Beira Interior,Via com portagem,-0.804759828,1.177631387,1.18845675
A23_24,A23,Beira Interior,Via com portagem,-0.618533158,-0.1253737,0.743671619
A23_25,A23,Beira Interior,Via com portagem,-0.772690119,0.621214828,1.168268116
A23_26,A23,Beira Interior,Via com portagem,-0.747899209,0.386060381,1.037530426
A23_27,A23,Beira Interior,Via com portagem,-0.766392949,0.539031876,0.972333339
A23_28,A23,Beira Interior,Via com portagem,-0.688020216,0.067931081,0.812595221
A23_29,A23,Beira Interior,Via com portagem,-0.726848809,0.159296906,0.988077244
A23_30,A23,Beira Interior,Via com portagem,-0.798434275,0.790373348,1.144777333
A23_31,A23,Beira Interior,Via com portagem,-0.823311768,1.22656612,1.117513917
A23_32,A23,Beira Interior,Via com portagem,-0.758121034,0.576720613,1.03466774
A23_33,A23,Beira Interior,Via com portagem,-0.818191183,0.974580038,1.004057663
A23_34,A23,Beira Interior,Via com portagem,-0.803946041,0.957446027,1.09196637
A23_35,A23,Beira Interior,Via com portagem,-0.795906082,0.90448869,0.981479341
A23_36,A23,Beira Interior,Via com portagem,-0.762333817,0.490277945,1.15902915
A24_01,A24,Interior Norte,Via com portagem,-0.86067683,2.785461071,1.719119258
A24_02,A24,Interior Norte,Via com portagem,-0.877974894,2.630129264,1.589377767
A24_03,A24,Interior Norte,Via com portagem,-0.882159802,3.453385291,1.665197009
A24_04,A24,Interior Norte,Via com portagem,-0.843223002,2.581677511,1.657573344
A24_05,A24,Interior Norte,Via com portagem,-0.820589124,2.245651563,1.657028283
A24_06,A24,Interior Norte,Via com portagem,-0.800324381,1.979541259,1.644622802
A24_07,A24,Interior Norte,Via com portagem,-0.798541046,1.940438559,1.642084292
A24_08,A24,Interior Norte,Via com portagem,-0.865627629,0.912721659,1.47259561
A24_09,A24,Interior Norte,Via com portagem,-0.873133145,0.868277036,1.516994126
A24_10,A24,Interior Norte,Via com portagem,-0.814186535,0.221905041,1.251558731
A24_11,A24,Interior Norte,Via com portagem,-0.857339158,0.414214486,1.021484499
A24_12,A24,Interior Norte,Via com portagem,-0.705783457,0.370097071,0.808321239
A24_13,A24,Interior Norte,Via com portagem,-0.691234054,0.0474244,0.789606451
A24_14,A24,Interior Norte,Via com portagem,-0.70779841,0.154438034,0.85710335
A24_15,A24,Interior Norte,Via com portagem,-0.817795778,0.60415634,1.02513066
A24_16,A24,Interior Norte,Via com portagem,-0.713791741,0.137986161,1.029049575
A24_17,A24,Interior Norte,Via com portagem,-0.852904725,1.189354826,1.052163885
A24_18,A24,Interior Norte,Via com portagem,-0.859627287,1.312353148,1.050221965
A24_19,A24,Interior Norte,Via com portagem,-0.828452794,0.901108188,1.11924118
A24_20,A24,Interior Norte,Via com portagem,-0.807635532,0.885293856,1.091643036
A24_21,A24,Interior Norte,Via com portagem,-0.806914494,0.882593899,1.082595114
A24_22,A24,Interior Norte,Via com portagem,-0.802116417,0.851154731,1.079029764
A24_23,A24,Interior Norte,Via com portagem,-0.844783927,0.897149499,1.147492679
A24_24,A24,IP,Via gratuita,-0.836412,0.885844468,1.136738202
A25_01,A25,Costa de Prata,Via gratuita,-0.184210708,0.636140439,1.185889764
A25_02,A25,Costa de Prata,Via gratuita,-0.184210708,0.636140439,1.185889764
A25_03,A25,Costa de Prata,Via gratuita,0.14552883,-0.200174291,0.983361676
A25_04,A25,Costa de Prata,Via com portagem,-0.066562704,-0.326143033,0.126758532
A25_05,A25,Costa de Prata,Via com portagem,-0.373040665,-0.052234933,0.457782987
A25_06,A25,Costa de Prata,Via com portagem,0.019037723,-0.099050505,0.192715883
A25_07,A25,Costa de Prata,Via com portagem,-0.042703753,-0.108062475,0.325251795
A25_08,A25,Costa de Prata,Via com portagem,-0.038898708,-0.028142289,0.459157951
A25_09,A25,Costa de Prata,Via com portagem,-0.301835568,0.160280044,0.55019693
A25_10,A25,Beiras Litoral e Alta,Via com portagem,-0.426458362,0.087909399,0.753920148
A25_11,A25,Beiras Litoral e Alta,Via com portagem,-0.426588869,0.10818973,0.466734796
A25_12,A25,Beiras Litoral e Alta,Via com portagem,-0.55857451,0.381883816,0.940575411
A25_13,A25,Beiras Litoral e Alta,Via com portagem,-0.498981111,0.58263537,0.967810503
A25_14,A25,Beiras Litoral e Alta,Via com portagem,-0.550751723,0.359778691,0.976191256
A25_15,A25,Beiras Litoral e Alta,Via com portagem,-0.551303989,0.289182111,0.97270489
A25_16,A25,Beiras Litoral e Alta,Via com portagem,-0.512897579,-0.062326423,0.596947794
A25_17,A25,Beiras Litoral e Alta,Via com portagem,-0.654567983,0.538918972,1.021704108
A25_18,A25,Beiras Litoral e Alta,Via com portagem,-0.659990802,0.404646703,0.961340975
A25_19,A25,Beiras Litoral e Alta,Via com portagem,-0.720023446,0.556524286,1.067396832
A25_20,A25,Beiras Litoral e Alta,Via com portagem,-0.714669809,0.544792736,1.09364658
A25_21,A25,Beiras Litoral e Alta,Via com portagem,-0.560050627,0.166932729,1.03365614
A25_22,A25,Beiras Litoral e Alta,Via com portagem,-0.768456641,1.196122763,1.282362812
A25_23,A25,Beiras Litoral e Alta,Via com portagem,-0.573382645,0.158703158,0.694452577
A25_24,A25,Beiras Litoral e Alta,Via com portagem,-0.497847351,-0.016650207,0.989952512
A25_25,A25,Beiras Litoral e Alta,Via com portagem,-0.499651128,-0.01487439,1.041340238
A25_26,A25,Beiras Litoral e Alta,Via com portagem,-0.668102223,0.554836582,1.193130729
A25_27,A25,Beiras Litoral e Alta,Via com portagem,-0.684235528,0.544761477,0.907752679
A25_28,A25,Beiras Litoral e Alta,Via com portagem,-0.701896138,0.572863236,1.214515099
A25_29,A25,Beiras Litoral e Alta,Via com portagem,-0.685448774,0.659255357,0.864363636
A25_30,A25,Beiras Litoral e Alta,Via com portagem,-0.685324602,0.541267921,1.215872619
A25_31,A25,Beiras Litoral e Alta,Via com portagem,-0.686785261,-0.092105845,0.882823877
A25_32,A25,Beiras Litoral e Alta,Via com portagem,-0.687172557,0.807100123,1.132685244
A25_33,A25,Beiras Litoral e Alta,Via com portagem,-0.689409075,0.826879761,1.252847795
A25_34,A25,Beiras Litoral e Alta,Via com portagem,-0.699269452,0.691192945,0.990047792
A25_35,A25,Beiras Litoral e Alta,Via com portagem,-0.746096614,1.708701985,1.508540492
A25_36,A25,Beiras Litoral e Alta,Via com portagem,-0.736625645,1.653914755,1.455592003
A25_37,A25,Beiras Litoral e Alta,Via com portagem,-0.770829831,1.876364755,1.535888705
A25_38,A25,IP,Via gratuita,-0.706731343,1.876364755,1.535888705
A27_01,A27,Norte Litoral,Via gratuita,-0.588064498,0.100199759,1.144100747
A27_02,A27,Norte Litoral,Via gratuita,-0.610210392,0.054996791,0.976354355
A27_03,A27,Norte Litoral,Via gratuita,-0.666806619,0.252982484,1.113441794
A27_04,A27,Norte Litoral,Via gratuita,-0.67390085,0.258856138,1.104733798
A27_05,A27,Norte Litoral,Via gratuita,-0.741051631,0.444079102,1.18632391
A28_01,A28,IP,Via gratuita,2.414241958,-1.098990604,-1.459796533
A28_02,A28,IP,Via gratuita,2.414241958,-1.098990604,-1.459796533
A28_03,A28,IP,Via gratuita,3.002445067,-1.193878169,-1.171123133
A28_04,A28,IP,Via gratuita,3.002445067,-1.193878169,-1.171123133
A28_05,A28,IP,Via gratuita,1.754443331,-1.167262104,-1.329145105
A28_06,A28,Norte Litoral,Via gratuita,1.713201086,-1.117608507,-1.131132307
A28_07,A28,Norte Litoral,Via gratuita,1.713201086,-1.117608507,-1.131132307
A28_08,A28,Norte Litoral,Via gratuita,1.713201086,-1.117608507,-1.131132307
A28_09,A28,Norte Litoral,Via gratuita,1.099246049,-1.058407488,-0.745218423
A28_10,A28,Norte Litoral,Via gratuita,1.086861702,-0.956227329,-0.157725713
A28_11,A28,Norte Litoral,Via gratuita,0.895720387,-0.910649567,-0.76689722
A28_12,A28,Norte Litoral,Via com portagem,1.005294897,-0.494018076,-0.940501721
A28_13,A28,Norte Litoral,Via com portagem,0.654110736,-0.676998843,-0.479857501
A28_14,A28,Norte Litoral,Via com portagem,0.621987304,-0.73320355,-0.014399586
A28_15,A28,Norte Litoral,Via gratuita,0.702336809,-0.615775317,-0.242896806
A28_16,A28,Norte Litoral,Via com portagem,0.436823524,-0.207392344,0.574267632
A28_17,A28,Norte Litoral,Via com portagem,-0.157907612,-0.055453717,0.623581557
A28_18,A28,Norte Litoral,Via com portagem,-0.147903044,0.013049184,0.712822606
A28_19,A28,Norte Litoral,Via gratuita,-0.222680978,0.203641218,0.948441646
A28_20,A28,Norte Litoral,Via com portagem,-0.480985322,0.279534797,0.892002745
A28_21,A28,Norte Litoral,Via com portagem,-0.490475298,0.100539985,0.909238557
A28_22,A28,Norte Litoral,Via com portagem,-0.455278248,0.218407691,0.994423642
A28_23,A28,Norte Litoral,Via com portagem,0.035936581,-0.377010257,0.918033175
A28_24,A28,Norte Litoral,Via gratuita,-0.42567034,-0.128201059,0.937449313
A28_25,A28,Norte Litoral,Via gratuita,-0.658420585,0.416285091,1.133177146
A28_26,A28,Norte Litoral,Via gratuita,-0.680398299,0.506120903,1.194101404
A28_27,A28,Norte Litoral,Via gratuita,-0.710724796,0.557467217,1.223356039
A28_28,A28,Norte Litoral,Via gratuita,-0.77337948,-0.061083242,0.783548149
A28_29,A28,Norte Litoral,Via gratuita,-0.777047768,0.026241584,0.918838988
A28_30,A28,Norte Litoral,Via gratuita,-0.797303726,-0.298205107,0.336290957
A29_01,A29,Costa de Prata,Via com portagem,-0.557087074,-0.483416774,-0.358437663
A29_02,A29,Costa de Prata,Via com portagem,-0.577543479,-0.662482601,-0.430941926
A29_03,A29,Costa de Prata,Via com portagem,-0.606524028,-0.732712889,-0.508177895
A29_04,A29,Costa de Prata,Via com portagem,-0.56698183,-0.776010666,-1.104973743
A29_05,A29,Costa de Prata,Via com portagem,-0.48660369,-0.739899059,-0.574043344
A29_06,A29,Costa de Prata,Via gratuita,-0.017877028,-1.009003746,-1.134878289
A29_07,A29,Costa de Prata,Via gratuita,0.014330452,-0.855497837,-1.480914292
A29_08,A29,Costa de Prata,Via gratuita,0.166986377,-0.727482498,-1.594787725
A29_09,A29,Costa de Prata,Via gratuita,0.266848501,-0.907843077,-0.958860825
A29_10,A29,Costa de Prata,Via gratuita,0.266848501,-0.907843077,-0.958860825
A29_11,A29,Costa de Prata,Via com portagem,0.511394844,-0.974771097,-1.384745599
A29_12,A29,Costa de Prata,Via com portagem,0.450477374,-0.975616345,-1.126488044
A29_13,A29,Costa de Prata,Via gratuita,-0.265965206,-1.07333976,-1.583138292
A29_14,A29,Costa de Prata,Via gratuita,0.028743858,-1.140219194,-1.618615992
A29_15,A29,Costa de Prata,Via gratuita,-0.08935716,-1.098169745,-0.631364507
A29_16,A29,Costa de Prata,Via gratuita,-0.089370253,-1.098162795,-0.63075078
A32_01,A32,Douro Litoral,Via com portagem,-0.901609238,-0.849239558,-1.199707819
A32_02,A32,Douro Litoral,Via com portagem,-0.861195308,-0.864384716,-1.072718049
A32_03,A32,Douro Litoral,Via com portagem,-0.650837694,-0.83793773,-0.869195733
A32_04,A32,Douro Litoral,Via com portagem,-0.627922867,-0.925577297,-1.418952269
A32_05,A32,Douro Litoral,Via com portagem,-0.499851999,-0.842187295,-0.980154827
A32_06,A32,Douro Litoral,Via com portagem,-0.599096139,-0.86708239,-1.458061018
A32_07,A32,Douro Litoral,Via com portagem,-0.515971788,-0.908774611,-1.581169223
A33_01,A33,Baixo Tejo,Via com portagem,0.365557861,-0.717268687,-0.388257988
A33_02,A33,Baixo Tejo,Via com portagem,0.364211406,-0.717310125,-0.388253243
A33_03,A33,Baixo Tejo,Via com portagem,0.096573103,-0.640675439,-0.250739825
A33_04,A33,Baixo Tejo,Via com portagem,-0.462348321,-0.555969549,-0.389315614
A33_05,A33,Baixo Tejo,Via com portagem,-0.430946349,-0.451139851,-0.408400265
A33_06,A33,Baixo Tejo,Via com portagem,-0.452881744,-0.203244569,-0.084872855
A33_07,A33,Baixo Tejo,Via com portagem,-0.481839063,-0.402958401,-0.11707815
A33_08,A33,Baixo Tejo,Via com portagem,-0.446902604,-0.251678846,-0.134202572
A33_09,A33,Baixo Tejo,Via gratuita,0.20655476,-0.609947451,-0.528297453
A33_10,A33,Baixo Tejo,Via gratuita,0.359155864,-0.7646809,-0.859424859
A33_11,A33,Baixo Tejo,Via gratuita,0.336158087,-0.821083488,-1.092046139
A33_12,A33,Baixo Tejo,Via gratuita,0.336158087,-0.821083488,-1.092046139
A41_01,A41,Grande Porto,Via com portagem,0.024597468,-0.439995066,-0.555283056
A41_02,A41,Grande Porto,Via com portagem,0.002618825,-0.535490544,-0.546375456
A41_03,A41,Grande Porto,Via com portagem,-0.025624045,-0.602132161,-1.053479373
A41_04,A41,Grande Porto,Via com portagem,0.08024197,-0.655018415,-1.066225303
A41_05,A41,Grande Porto,Via com portagem,0.139258268,-0.727624354,-1.462035759
A41_06,A41,Grande Porto,Via com portagem,0.409689325,-0.803400431,-1.181341797
A41_07,A41,Grande Porto,Via com portagem,0.422550422,-0.944064616,-1.600574963
A41_08,A41,Grande Porto,Via com portagem,-0.103168801,-0.79676925,-1.533966295
A41_09,A41,Grande Porto,Via com portagem,-0.002552104,-0.330805721,-0.279681118
A41_10,A41,Grande Porto,Via com portagem,-0.157983889,-0.793860687,-1.490759887
A41_11,A41,Douro Litoral,Via com portagem,-0.560742438,-0.51980948,-1.147492178
A41_12,A41,Douro Litoral,Via com portagem,-0.649642778,-0.486625306,-1.211375845
A41_13,A41,Douro Litoral,Via com portagem,-0.506537901,-0.239315992,-0.556560946
A41_14,A41,Douro Litoral,Via com portagem,-0.501822773,-0.194596712,-0.562158273
A41_15,A41,Douro Litoral,Via com portagem,-0.507223461,-0.174427457,-0.468590381
A41_16,A41,Douro Litoral,Via com portagem,-0.491708732,-0.222448864,-0.288159109
A41_17,A41,Douro Litoral,Via com portagem,-0.530960605,-0.067719479,-0.131284987
A41_18,A41,Douro Litoral,Via com portagem,-0.627541907,0.228087698,0.414973025
A41_19,A41,Douro Litoral,Via com portagem,-0.625233082,0.244800996,0.450511901
A41_20,A41,Douro Litoral,Via gratuita,-0.322685773,-0.708288512,-0.331021655
A41_21,A41,Douro Litoral,Via gratuita,-0.327098329,-0.708279934,-0.330522027
A41_22,A41,Douro Litoral,Via gratuita,-0.321516368,-0.708271895,-0.330364874
A41_23,A41,Douro Litoral,Via gratuita,-0.303506726,-0.70821578,-0.330895203
A42_01,A42,Grande Porto,Via com portagem,-0.255251595,-0.861630971,-1.388192826
A42_02,A42,Grande Porto,Via com portagem,-0.207627626,-0.960705062,-1.40572263
A42_03,A42,Grande Porto,Via com portagem,-0.386227648,-0.910185969,-1.274775614
A42_04,A42,Grande Porto,Via com portagem,-0.510315155,-0.864375236,-1.37412249
A42_05,A42,Grande Porto,Via com portagem,-0.384741479,-0.920537135,-1.764080491
A42_06,A42,Grande Porto,Via com portagem,-0.655176,-0.66881382,-0.744528671
A43_01,A43,IP,Via gratuita,0.432624087,-0.991448762,-1.486189272
A43_02,A43,IP,Via gratuita,0.430846158,-1.134071366,-1.489562827
A43_03,A43,IP,Via gratuita,0.440494853,-1.165426519,-1.608607454
A43_04,A43,IP,Via gratuita,0.116480199,-1.200985771,-1.540855893
A43_05,A43,IP,Via gratuita,-0.095436313,-0.915249675,0.147552137
A43_06,A43,Douro Litoral,Via com portagem,-0.703188448,-1.112023013,-1.247477836
A43_07,A43,Douro Litoral,Via com portagem,-0.808532267,-0.740420747,-1.301166123
A44_01,A44,Costa de Prata,Via gratuita,0.457882709,-0.909319921,-1.312328359
A44_02,A44,Costa de Prata,Via gratuita,0.902841141,-1.078069888,-0.380752468
A44_03,A44,Costa de Prata,Via gratuita,1.259301312,-1.046795314,-0.784420742
A44_04,A44,Costa de Prata,Via gratuita,1.645157455,-1.132090659,-0.622177144
A44_05,A44,IP,Via gratuita,1.201390306,-1.05467383,-1.18294725
A44_06,A44,IP,Via gratuita,1.201390306,-1.05467383,-1.18294725
A44_07,A44,IP,Via gratuita,1.201390306,-1.05467383,-1.18294725
A44_08,A44,IP,Via gratuita,0.945506034,-1.013880705,-1.180788669
A44_09,A44,IP,Via gratuita,0.879248019,-0.96364241,-1.13089396
IP7_01,IP7,IP,Via gratuita,0.72888867,-0.658555577,-1.075438888
IP7_02,IP7,IP,Via gratuita,0.805213169,-0.849580326,-0.140027997
IP7_03,IP7,IP,Via gratuita,0.83531827,-0.93111174,-0.190980981
IP7_04,IP7,IP,Via gratuita,1.129706094,-0.857867758,-1.473499358
IP7_05,IP7,IP,Via gratuita,1.527393304,-0.991495026,-1.656111128
IP7_06,IP7,IP,Via gratuita,2.395401637,-1.188360615,-0.258087522
IP7_07,IP7,IP,Via gratuita,2.496714453,-1.215327789,-0.339218541
IP7_08,IP7,IP,Via gratuita,2.289260081,-1.158067138,-0.737224204
IP7_09,IP7,IP,Via gratuita,2.491685857,-0.980799121,-1.217421656
IP7_10,IP7,IP,Via gratuita,0.984148032,-1.237287801,-0.916203305
IP7_11,IP7,IP,Via gratuita,1.240008991,-1.057315243,-0.966132497
IC02_01,IC02,IP,Via gratuita,0.412265582,-1.055603631,-0.84075531
IC02_02,IC02,IP,Via gratuita,0.60318018,-1.045948652,-0.609882372
IC02_03,IC02,IP,Via gratuita,-0.187447353,-0.982891387,-1.159622718
IC02_04,IC02,IP,Via gratuita,-0.465566214,-0.68266198,-1.13332924
IC16_01,IC16,IP,Via gratuita,0.961406792,-1.069216972,-0.527375486
IC16_02,IC16,IP,Via gratuita,0.113520616,-0.901563812,-0.635839695
IC16_03,IC16,IP,Via gratuita,-0.26970918,-0.167304652,-0.640539621
IC17_01,IC17,IP,Via gratuita,-0.306893982,-0.689718312,0.220976288
IC17_02,IC17,IP,Via gratuita,-0.275316059,-0.607114691,-0.03815665
IC17_03,IC17,IP,Via gratuita,0.018827984,-0.832377443,-0.314306096
IC17_04,IC17,IP,Via gratuita,1.87745587,-0.686837966,-1.311097274
IC17_05,IC17,IP,Via gratuita,2.104393889,-0.936358537,-0.695859098
IC17_06,IC17,IP,Via gratuita,2.331321518,-1.032388049,-0.466530644
IC17_12,IC17,IP,Via gratuita,1.614554234,-0.773124017,-0.212838737
IC17_13,IC17,IP,Via gratuita,1.797590548,-0.785524659,-1.146838724
IC17_14,IC17,IP,Via gratuita,2.018815931,-1.056491404,-0.574550398
IC17_15,IC17,IP,Via gratuita,0.634033686,-0.899246173,-1.394871123
IC17_16,IC17,IP,Via gratuita,2.186101252,-0.655530824,-1.879720626
IC17_17,IC17,IP,Via gratuita,2.456306943,-0.502577278,-1.503094549
IC19_01,IC19,IP,Via gratuita,2.674341717,-0.889321344,-1.6500831
IC19_02,IC19,IP,Via gratuita,2.360168265,-1.043321576,-1.563813747
IC19_03,IC19,IP,Via gratuita,2.218468212,-1.126088283,-1.154325523
IC19_04,IC19,IP,Via gratuita,2.084042142,-0.819949524,-1.097036444
IC19_05,IC19,IP,Via gratuita,2.892609628,-0.691126234,-1.475906557
IC19_06,IC19,IP,Via gratuita,2.817561052,-0.772417251,-1.133232438
IC19_07,IC19,IP,Via gratuita,3.075173923,-0.726255871,-1.927938417
IC19_09,IC19,IP,Via gratuita,2.767026323,-0.516392978,-2.085088371
IC19_10,IC19,IP,Via gratuita,2.554030789,-0.87323425,-1.218027227
IC19_11,IC19,IP,Via gratuita,2.480676854,-0.780430057,-1.403276124
IC19_12,IC19,IP,Via gratuita,2.159810236,-0.386647686,-1.900408504
IC19_13,IC19,IP,Via gratuita,2.36054382,-0.374583504,-2.115519301
IC19_14,IC19,IP,Via gratuita,2.464049399,-0.798696771,-1.251982841
IC19_15,IC19,IP,Via gratuita,2.254894641,-0.810122739,-1.32913499
IC19_16,IC19,IP,Via gratuita,1.538157344,-0.928048513,-1.869319121
IC19_17,IC19,IP,Via gratuita,1.243551418,-1.090915135,-0.153030682
IC20_01,IC20,Baixo Tejo,Via gratuita,1.24002335,-0.582329763,0.347913047
IC20_02,IC20,Baixo Tejo,Via gratuita,1.200507339,-0.324593786,0.379591289
IC20_03,IC20,Baixo Tejo,Via gratuita,0.153762227,0.254175567,0.831293099
IC20_04,IC20,Baixo Tejo,Via gratuita,0.060548161,0.229959234,0.782847932
IC20_05,IC20,Baixo Tejo,Via gratuita,-0.031070853,0.260193448,0.749529717
IC20_06,IC20,Baixo Tejo,Via gratuita,-0.031070853,0.260193448,0.749529717
IC21_01,IC21,Baixo Tejo,Via gratuita,0.039626071,-1.024611377,-1.386592556
IC21_02,IC21,Baixo Tejo,Via gratuita,0.039626071,-1.024611377,-1.386592556
IC21_03,IC21,Baixo Tejo,Via gratuita,0.009132661,-1.103766358,-1.300551642
IC21_04,IC21,Baixo Tejo,Via gratuita,-0.023376461,-1.16477152,-1.34520263
IC21_05,IC21,Baixo Tejo,Via gratuita,-0.310404818,-1.170685461,-1.365473134
IC21_06,IC21,Baixo Tejo,Via gratuita,-0.404620193,-1.181727028,-1.286210379
IC22_01,IC22,IP,Via gratuita,0.458886299,-0.998744741,-1.180685547
IC22_02,IC22,IP,Via gratuita,-0.358841053,-0.705392726,-1.234343877
CSB_01,CSB,Brisa,Via gratuita,-0.362218848,-0.244583904,-0.197601656
CSB_02,CSB,Brisa,Via gratuita,0.003745404,-0.41755378,-0.362075544
CSB_03,CSB,Brisa,Via gratuita,0.076388945,-1.030557507,-1.750774246
CSB_04,CSB,Brisa,Via gratuita,0.204448664,-1.063102902,-1.89695257
CSB_05,CSB,Brisa,Via gratuita,0.344532971,-1.042251618,-1.569003944
VRI_01,VRI,Grande Porto,Via gratuita,0.351337554,-0.472571639,-0.603206827
VRI_02,VRI,Grande Porto,Via gratuita,0.355397699,-0.392970855,-1.602973557
VRI_03,VRI,Grande Porto,Via gratuita,0.285484236,-0.65565241,-1.112157545
IC19_08,IC19,IP,Via gratuita,2.696146436,-0.400841403,-1.911166091
